user_id,course_id,enroll_time
U_30626,C_735157,2019-11-12 00:21:46
U_30626,C_696922,2019-11-12 00:23:12
U_31692,C_697791,2019-12-24 18:11:48
U_31692,C_676937,2020-02-06 09:01:21
U_31692,C_677010,2020-02-06 09:01:58
U_31692,C_697821,2020-02-06 09:02:43
U_31692,C_682360,2020-02-06 09:05:04
U_31692,C_676953,2020-02-06 09:12:18
U_31692,C_682189,2020-02-06 09:12:33
U_32399,C_681678,2020-06-09 17:02:42
U_32399,C_697821,2020-09-05 14:42:12
U_32399,C_676953,2020-10-03 15:14:23
U_32399,C_735157,2020-10-03 15:15:26
U_33610,C_697091,2020-02-11 15:47:43
U_33610,C_677218,2020-02-11 15:48:28
U_33610,C_735157,2020-02-14 15:50:15
U_33610,C_676953,2020-03-21 06:04:45
U_33610,C_697791,2020-03-21 06:11:10
U_33610,C_677010,2020-03-21 06:12:08
U_33610,C_697821,2020-03-21 06:14:27
U_33610,C_676937,2020-03-21 06:15:17
U_33610,C_734011,2020-03-21 06:16:37
U_33610,C_682189,2020-03-21 06:17:03
U_33610,C_680762,2020-03-21 06:17:11
U_33610,C_680745,2020-03-21 06:17:19
U_33610,C_697721,2020-03-21 06:42:49
U_33610,C_770751,2020-03-22 20:22:43
U_33610,C_682610,2020-03-22 20:23:57
U_33610,C_681678,2020-03-22 20:25:29
U_33610,C_696938,2020-03-22 20:29:30
U_33610,C_784172,2020-03-28 06:40:00
U_33610,C_680747,2020-07-02 05:46:36
U_33610,C_682672,2020-08-31 10:00:46
U_33610,C_680910,2020-11-12 02:41:09
U_33996,C_680762,2019-10-16 22:04:20
U_33996,C_682759,2019-10-16 22:10:57
U_33996,C_769293,2019-10-17 21:46:47
U_33996,C_697821,2019-10-17 21:48:50
U_33996,C_682189,2019-10-17 21:51:05
U_33996,C_735157,2019-10-17 21:53:45
U_33996,C_696922,2019-10-17 21:57:30
U_33996,C_746968,2019-10-17 21:59:55
U_33996,C_681678,2019-10-17 22:00:31
U_33996,C_697791,2020-01-18 15:58:11
U_33996,C_677218,2020-02-15 21:49:54
U_33996,C_680910,2020-02-21 20:22:53
U_33996,C_682610,2020-04-06 09:15:56
U_33996,C_676953,2020-04-15 14:12:41
U_33996,C_676937,2020-04-16 22:57:27
U_33996,C_696938,2020-08-28 22:34:04
U_34989,C_697791,2020-02-25 13:38:11
U_34989,C_676937,2020-02-25 13:39:19
U_34989,C_682189,2020-02-25 13:43:24
U_34989,C_677010,2020-07-02 18:34:27
U_34989,C_682759,2020-07-02 18:35:12
U_35392,C_697791,2020-10-30 18:40:48
U_35392,C_677010,2020-10-30 18:41:36
U_35392,C_677218,2020-10-30 18:52:43
U_35392,C_696922,2020-10-30 19:02:02
U_35392,C_682360,2020-11-15 15:44:14
U_35590,C_676937,2020-04-27 12:08:35
U_35590,C_697791,2020-04-28 09:31:31
U_35590,C_682189,2020-04-28 12:30:14
U_35590,C_682610,2020-04-28 17:56:00
U_35688,C_682759,2019-10-20 12:02:01
U_35688,C_697791,2019-10-20 12:05:15
U_35688,C_735157,2019-10-26 13:00:25
U_35688,C_676937,2019-11-08 14:51:19
U_35688,C_677218,2020-03-01 09:07:16
U_35688,C_696922,2020-11-18 09:25:59
U_36060,C_697791,2020-02-05 20:59:25
U_36060,C_735157,2020-02-05 21:19:51
U_36060,C_696922,2020-02-05 21:35:20
U_36060,C_681745,2020-02-05 21:36:46
U_36060,C_682661,2020-02-05 21:43:44
U_36060,C_682360,2020-09-16 16:07:38
U_36741,C_680762,2019-10-14 18:49:02
U_36741,C_697821,2019-10-14 19:13:41
U_36741,C_769293,2019-10-14 19:37:18
U_36741,C_677010,2019-10-26 15:48:32
U_36741,C_681678,2019-10-26 15:52:36
U_36741,C_680745,2019-11-15 19:41:49
U_36741,C_770751,2019-11-17 23:01:03
U_37557,C_697821,2019-10-14 11:55:26
U_37557,C_676953,2020-02-24 23:28:21
U_37557,C_697791,2020-06-05 16:53:00
U_37557,C_735157,2020-06-09 17:12:02
U_37666,C_697791,2020-01-30 20:44:06
U_37666,C_677010,2020-01-30 20:46:27
U_37666,C_682360,2020-01-30 20:48:25
U_37666,C_680992,2020-01-30 21:03:29
U_37666,C_696773,2020-01-30 21:06:28
U_37666,C_746968,2020-01-30 21:36:44
U_40256,C_696938,2020-04-13 00:09:30
U_40256,C_734011,2020-04-15 11:11:42
U_40256,C_697821,2020-05-21 02:32:58
U_40256,C_677010,2020-05-21 02:41:11
U_40256,C_697778,2020-05-21 02:43:52
U_40256,C_676953,2020-05-21 02:43:57
U_40256,C_682661,2020-05-21 02:45:06
U_40782,C_697791,2020-03-01 10:00:53
U_40782,C_676953,2020-03-23 19:36:41
U_40782,C_676937,2020-03-27 16:27:08
U_40782,C_682610,2020-11-04 10:16:04
U_41212,C_680745,2020-03-28 11:51:25
U_41212,C_680762,2020-04-02 09:19:55
U_41212,C_680972,2020-04-02 09:26:15
U_41212,C_677157,2020-10-25 04:29:53
U_41217,C_735157,2019-11-18 11:05:51
U_41217,C_747024,2020-05-05 21:01:47
U_41217,C_697778,2020-07-20 18:52:45
U_41217,C_681357,2020-07-21 07:34:23
U_41217,C_682381,2020-07-21 07:57:03
U_41217,C_676953,2020-07-21 09:53:43
U_41217,C_697821,2020-07-21 10:26:37
U_41217,C_680992,2020-07-27 13:02:30
U_41217,C_696922,2020-09-02 16:07:24
U_41217,C_784172,2020-11-06 20:17:07
U_41217,C_697791,2020-11-06 20:20:01
U_41217,C_677218,2020-11-06 20:22:56
U_41217,C_681678,2020-11-06 20:25:26
U_41217,C_734011,2020-11-06 20:28:28
U_41217,C_676937,2020-11-06 20:30:53
U_41217,C_696938,2020-11-24 20:35:14
U_41217,C_682400,2020-11-24 20:39:05
U_42347,C_682189,2019-11-25 12:31:01
U_42347,C_697791,2019-11-25 12:31:23
U_42347,C_676937,2019-11-25 12:31:42
U_42347,C_682610,2019-11-25 12:32:00
U_43749,C_697091,2020-02-04 19:00:45
U_43749,C_697821,2020-02-08 18:04:38
U_43749,C_697778,2020-04-23 13:42:30
U_43749,C_677010,2020-06-25 10:18:28
U_43835,C_697791,2020-04-18 21:44:01
U_43835,C_676937,2020-04-18 21:47:07
U_43835,C_784172,2020-04-18 21:47:39
U_43835,C_682672,2020-04-18 21:47:52
U_44205,C_734011,2020-03-30 12:04:17
U_44205,C_680745,2020-03-30 12:06:50
U_44205,C_697091,2020-03-30 12:07:10
U_44205,C_680992,2020-03-30 12:09:30
U_44205,C_677157,2020-03-30 12:12:07
U_44205,C_696922,2020-03-30 12:12:29
U_44205,C_682637,2020-03-30 12:30:36
U_44205,C_681745,2020-03-30 12:34:03
U_46314,C_784172,2020-06-10 11:03:37
U_46314,C_697791,2020-06-13 10:28:58
U_46314,C_682672,2020-12-07 09:24:44
U_46314,C_676937,2020-12-07 10:12:56
U_46330,C_696922,2020-03-09 06:41:57
U_46330,C_746968,2020-04-18 22:25:18
U_46330,C_734011,2020-09-19 08:07:18
U_46330,C_680762,2020-09-19 08:07:49
U_47647,C_680747,2020-02-07 16:08:59
U_47647,C_682400,2020-02-28 22:08:53
U_47647,C_697778,2020-04-19 13:05:28
U_47647,C_680910,2020-04-26 13:46:40
U_48784,C_697791,2019-11-19 14:29:22
U_48784,C_697091,2020-02-05 00:10:46
U_48784,C_677010,2020-08-01 19:55:18
U_48784,C_682759,2020-08-01 21:32:52
U_48784,C_680931,2020-08-10 00:56:23
U_49402,C_696922,2020-04-11 10:01:56
U_49402,C_677010,2020-04-11 10:03:16
U_49402,C_676937,2020-07-01 12:08:27
U_49402,C_697791,2020-07-01 12:08:48
U_50942,C_735157,2019-11-11 21:21:29
U_50942,C_682672,2019-11-11 21:24:11
U_50942,C_677010,2019-12-07 11:40:19
U_50942,C_676937,2020-02-04 09:02:39
U_51586,C_697821,2020-10-04 02:20:24
U_51586,C_677218,2020-10-04 02:51:42
U_51586,C_677010,2020-10-07 18:26:28
U_51586,C_682759,2020-10-10 22:35:06
U_52498,C_680745,2020-07-31 22:49:13
U_52498,C_696773,2020-09-17 19:59:08
U_52498,C_677010,2020-09-24 17:32:08
U_52498,C_682759,2020-09-24 17:33:05
U_54278,C_734011,2019-12-07 22:19:58
U_54278,C_680992,2019-12-08 11:58:16
U_54278,C_677218,2019-12-08 11:58:32
U_54278,C_682360,2019-12-08 11:59:51
U_54278,C_681678,2019-12-08 19:34:42
U_54278,C_697791,2020-01-25 13:23:28
U_54278,C_770751,2020-02-03 14:21:15
U_54278,C_682610,2020-02-03 14:22:15
U_54278,C_697821,2020-05-04 16:38:22
U_55721,C_735157,2019-11-13 20:53:21
U_55721,C_677218,2020-02-16 18:02:02
U_55721,C_696922,2020-08-10 22:19:43
U_55721,C_680931,2020-08-15 11:28:20
U_56042,C_677218,2019-12-13 15:46:24
U_56042,C_697791,2019-12-18 12:47:10
U_56042,C_696922,2020-01-05 10:17:22
U_56042,C_735157,2020-05-04 10:32:18
U_56042,C_681678,2020-06-23 14:33:25
U_56532,C_735157,2020-07-22 14:46:48
U_56532,C_677010,2020-09-02 17:56:55
U_56532,C_680745,2020-09-02 18:03:08
U_56532,C_697791,2020-09-02 18:12:51
U_57263,C_681678,2020-04-22 22:51:44
U_57263,C_697791,2020-04-22 22:59:54
U_57263,C_697778,2020-04-22 23:05:14
U_57263,C_676937,2020-06-27 08:24:00
U_57263,C_682610,2020-06-27 08:25:24
U_57263,C_697821,2020-11-01 17:20:18
U_60988,C_697821,2020-02-04 10:47:52
U_60988,C_735157,2020-02-04 10:51:53
U_60988,C_697791,2020-02-21 18:32:12
U_60988,C_677010,2020-02-21 18:33:06
U_60988,C_734011,2020-02-21 18:37:24
U_60988,C_676937,2020-04-22 21:25:36
U_60988,C_680931,2020-09-16 10:47:33
U_61784,C_696773,2019-10-16 21:59:20
U_61784,C_682672,2020-04-20 19:57:24
U_61784,C_697791,2020-08-27 09:29:57
U_61784,C_682189,2020-08-27 10:56:00
U_61784,C_677010,2020-08-27 10:57:01
U_61784,C_676937,2020-09-20 10:57:21
U_61882,C_677010,2020-02-29 13:00:27
U_61882,C_697791,2020-02-29 13:00:40
U_61882,C_697821,2020-02-29 13:04:56
U_61882,C_676953,2020-08-10 20:19:33
U_61996,C_680745,2020-01-30 19:33:18
U_61996,C_682661,2020-01-30 19:34:34
U_61996,C_680762,2020-01-30 19:36:01
U_61996,C_680910,2020-01-30 19:37:34
U_61996,C_680931,2020-01-30 19:37:54
U_61996,C_697821,2020-01-30 19:39:28
U_61996,C_697721,2020-01-30 19:39:58
U_63395,C_697791,2020-09-17 22:16:29
U_63395,C_677010,2020-09-17 22:18:23
U_63395,C_697821,2020-09-17 22:19:04
U_63395,C_682360,2020-09-17 22:20:12
U_63395,C_676937,2020-09-17 22:22:31
U_65194,C_680992,2019-10-18 09:29:44
U_65194,C_680745,2019-10-18 09:35:46
U_65194,C_682360,2019-10-18 09:40:35
U_65194,C_677218,2019-10-18 09:48:31
U_65194,C_682381,2019-10-18 09:49:07
U_65194,C_681684,2019-10-18 09:53:24
U_65194,C_697791,2019-10-18 13:36:50
U_65444,C_677218,2019-12-28 10:46:52
U_65444,C_734011,2020-05-06 04:09:23
U_65444,C_696922,2020-05-06 04:09:35
U_65444,C_680762,2020-06-09 10:11:09
U_65444,C_677010,2020-11-09 15:32:10
U_65739,C_697721,2020-07-17 14:52:57
U_65739,C_735157,2020-07-17 15:00:09
U_65739,C_680745,2020-07-17 15:02:41
U_65739,C_734011,2020-07-17 15:10:29
U_77258,C_735157,2020-05-04 04:21:45
U_77258,C_682189,2020-07-12 23:14:37
U_77258,C_697821,2020-07-14 00:14:06
U_77258,C_676953,2020-07-14 00:15:00
U_77258,C_680762,2020-07-14 00:15:44
U_77258,C_677218,2020-07-14 00:16:35
U_77258,C_696938,2020-07-14 00:19:06
U_80568,C_697091,2020-02-11 04:40:10
U_80568,C_682637,2020-02-11 04:47:49
U_80568,C_680762,2020-08-03 22:37:12
U_80568,C_680745,2020-10-05 00:38:46
U_81025,C_696773,2019-11-09 21:35:38
U_81025,C_735157,2019-11-09 21:38:30
U_81025,C_696922,2019-11-20 09:15:21
U_81025,C_680762,2020-03-05 14:06:57
U_81025,C_680931,2020-03-06 08:10:28
U_81025,C_677218,2020-07-09 08:49:11
U_81025,C_697721,2020-11-15 00:43:39
U_81203,C_769293,2019-10-12 08:29:52
U_81203,C_677010,2019-10-12 08:30:34
U_81203,C_697791,2020-07-07 15:06:16
U_81203,C_676937,2020-07-07 15:06:29
U_81485,C_697791,2020-06-22 05:29:32
U_81485,C_676937,2020-06-24 10:22:18
U_81485,C_682360,2020-07-01 19:51:34
U_81485,C_680762,2020-07-06 14:39:32
U_82388,C_697821,2020-04-11 00:20:27
U_82388,C_735157,2020-04-23 16:21:52
U_82388,C_696922,2020-06-19 15:46:24
U_82388,C_677010,2020-10-09 14:19:01
U_82388,C_682759,2020-11-02 11:35:37
U_82816,C_680745,2019-12-07 06:33:58
U_82816,C_735157,2019-12-07 06:34:17
U_82816,C_682661,2019-12-07 06:36:35
U_82816,C_680910,2019-12-07 06:38:41
U_86092,C_697791,2020-01-10 04:45:26
U_86092,C_677010,2020-01-28 16:06:14
U_86092,C_735157,2020-07-05 20:30:09
U_86092,C_784172,2020-07-06 14:46:05
U_86092,C_682360,2020-07-08 09:17:32
U_86092,C_697821,2020-07-18 15:01:32
U_86092,C_696773,2020-07-18 15:10:20
U_86092,C_682672,2020-11-10 10:48:49
U_86092,C_676937,2020-11-10 11:13:15
U_86092,C_734011,2020-11-10 11:14:03
U_86443,C_697821,2020-02-04 00:03:12
U_86443,C_682360,2020-04-12 07:15:18
U_86443,C_696922,2020-05-30 03:06:13
U_86443,C_735157,2020-07-09 16:03:21
U_88691,C_747024,2019-12-12 23:48:40
U_88691,C_697778,2020-03-09 15:34:11
U_88691,C_682189,2020-03-26 19:48:58
U_88691,C_697821,2020-05-01 14:35:16
U_89458,C_682610,2020-02-26 10:20:33
U_89458,C_697791,2020-02-26 22:49:51
U_89458,C_677010,2020-02-26 22:50:28
U_89458,C_697821,2020-02-26 22:50:44
U_89458,C_676937,2020-02-26 22:52:48
U_89458,C_676953,2020-02-27 04:07:13
U_89458,C_734011,2020-02-27 04:07:59
U_89458,C_682189,2020-02-27 04:08:11
U_89458,C_680931,2020-02-27 04:09:19
U_89458,C_735157,2020-02-27 04:10:42
U_89458,C_682759,2020-02-27 04:11:19
U_89458,C_697778,2020-02-27 04:11:47
U_89458,C_696922,2020-02-27 04:13:20
U_89458,C_682381,2020-02-27 04:17:29
U_89458,C_682360,2020-07-22 23:02:50
U_91046,C_769293,2019-10-16 14:47:11
U_91046,C_696922,2019-10-27 15:40:02
U_91046,C_734011,2019-10-28 10:56:21
U_91046,C_697091,2020-02-29 10:07:35
U_91108,C_697791,2020-02-08 21:25:25
U_91108,C_697821,2020-02-11 10:50:37
U_91108,C_676937,2020-02-11 16:46:07
U_91108,C_677010,2020-02-14 08:42:18
U_91108,C_682360,2020-06-30 10:18:06
U_91108,C_747024,2020-10-09 21:54:26
U_91330,C_697821,2020-04-06 16:02:35
U_91330,C_681678,2020-04-06 23:11:13
U_91330,C_680745,2020-04-13 20:53:38
U_91330,C_697778,2020-07-16 20:02:57
U_92335,C_696922,2020-01-10 21:54:51
U_92335,C_697791,2020-02-05 12:04:44
U_92335,C_681357,2020-06-06 22:31:18
U_92335,C_697821,2020-09-20 20:13:42
U_92615,C_746968,2020-01-12 19:48:34
U_92615,C_677218,2020-01-12 19:50:43
U_92615,C_784172,2020-02-12 15:54:00
U_92615,C_682672,2020-02-12 15:54:34
U_92615,C_697791,2020-04-18 19:57:04
U_92615,C_696922,2020-04-18 20:03:03
U_93052,C_697791,2020-02-19 17:38:01
U_93052,C_676937,2020-02-19 17:50:48
U_93052,C_682189,2020-02-20 08:59:05
U_93052,C_697821,2020-03-09 10:17:42
U_93052,C_682610,2020-03-13 16:54:24
U_93052,C_677010,2020-03-13 17:00:07
U_93052,C_680745,2020-03-13 17:00:52
U_94163,C_697791,2020-08-16 23:22:46
U_94163,C_680931,2020-08-16 23:31:25
U_94163,C_696922,2020-08-16 23:32:44
U_94163,C_680762,2020-11-19 23:46:39
U_94277,C_697821,2020-01-10 17:00:04
U_94277,C_697791,2020-01-11 10:17:49
U_94277,C_677010,2020-01-11 10:18:18
U_94277,C_676937,2020-01-11 10:19:32
U_94409,C_696922,2020-03-31 20:57:54
U_94409,C_680762,2020-03-31 21:07:48
U_94409,C_734011,2020-03-31 23:15:31
U_94409,C_697791,2020-04-01 19:54:24
U_95330,C_697791,2020-07-12 17:21:08
U_95330,C_676937,2020-07-12 17:22:10
U_95330,C_697821,2020-10-30 09:28:38
U_95330,C_676953,2020-10-30 09:54:34
U_95343,C_697821,2019-12-28 10:49:14
U_95343,C_697091,2020-03-13 23:12:51
U_95343,C_676937,2020-09-24 19:25:44
U_95343,C_747024,2020-11-23 18:23:21
U_96041,C_697791,2020-01-31 20:13:04
U_96041,C_677010,2020-01-31 20:18:31
U_96041,C_697821,2020-01-31 20:18:48
U_96041,C_735157,2020-01-31 20:20:18
U_96041,C_680745,2020-05-20 09:06:52
U_99581,C_682637,2019-10-30 16:50:46
U_99581,C_735157,2019-12-21 18:48:33
U_99581,C_680762,2020-05-08 13:46:59
U_99581,C_697791,2020-08-08 13:46:56
U_99722,C_735157,2019-12-31 10:17:35
U_99722,C_696922,2019-12-31 10:18:51
U_99722,C_697821,2020-02-23 19:57:19
U_99722,C_682189,2020-06-07 11:25:10
U_99722,C_681444,2020-08-05 13:35:11
U_100294,C_747024,2020-03-20 10:48:20
U_100294,C_697791,2020-03-20 11:53:01
U_100294,C_682131,2020-09-17 23:15:31
U_100294,C_676937,2020-09-17 23:16:54
U_100294,C_784172,2020-09-23 19:46:58
U_100294,C_680762,2020-09-24 20:57:35
U_100294,C_696922,2020-09-24 21:00:13
U_100294,C_677010,2020-11-04 21:06:04
U_100306,C_735157,2020-02-09 10:13:06
U_100306,C_747024,2020-03-14 10:35:28
U_100306,C_696773,2020-03-18 15:57:04
U_100306,C_682610,2020-03-18 18:16:38
U_100306,C_697821,2020-04-06 11:57:15
U_102593,C_697821,2020-02-04 14:57:37
U_102593,C_697721,2020-02-25 20:32:36
U_102593,C_696922,2020-04-20 19:49:19
U_102593,C_681678,2020-07-03 14:21:46
U_102593,C_680762,2020-09-20 20:55:50
U_103909,C_734011,2020-07-11 23:45:03
U_103909,C_682610,2020-07-11 23:47:09
U_103909,C_681678,2020-07-11 23:49:10
U_103909,C_680747,2020-07-11 23:49:21
U_108180,C_697791,2019-11-22 13:05:07
U_108180,C_682759,2019-11-22 13:09:26
U_108180,C_676937,2019-11-22 13:09:44
U_108180,C_677010,2019-11-22 13:10:24
U_108180,C_697821,2020-03-29 18:21:32
U_108534,C_697821,2020-02-26 12:29:51
U_108534,C_735157,2020-02-26 12:30:41
U_108534,C_676937,2020-02-26 12:32:18
U_108534,C_734011,2020-02-26 12:37:25
U_108534,C_677010,2020-02-26 12:38:03
U_108534,C_681678,2020-05-11 12:47:12
U_108534,C_682610,2020-05-11 12:49:40
U_108534,C_676953,2020-11-21 22:18:39
U_108534,C_682189,2020-11-21 22:19:18
U_108534,C_682759,2020-11-21 22:21:00
U_109736,C_696922,2019-11-24 09:51:47
U_109736,C_697821,2019-11-24 10:31:57
