course_id,exercise_id,titles,chapter
C_597208,Ex_3069,"['推荐算法：察言观色，投其所好', None, '第八章第五节测试题']",8.9
C_597208,Ex_3077,"['集成学习：兼听则明，偏听则暗', None, '第九章第一节测试题']",9.1
C_597208,Ex_3078,"['集成学习：兼听则明，偏听则暗', None, '第九章第二节测试题']",9.3
C_597208,Ex_3079,"['集成学习：兼听则明，偏听则暗', None, '第九章第三节测试题']",9.5
C_597208,Ex_3080,"['集成学习：兼听则明，偏听则暗', None, '第九章第四节测试题']",9.7
C_597208,Ex_3081,"['集成学习：兼听则明，偏听则暗', None, '第九章第五节测试题']",9.9
C_597208,Ex_3093,"['进化计算：大道至简，万物之本', None, '第十章第一节测试题']",10.1
C_597208,Ex_3094,"['进化计算：大道至简，万物之本', None, '第十章第二节测试题']",10.3
C_597208,Ex_3095,"['进化计算：大道至简，万物之本', None, '第十章第三节测试题']",10.5
C_597208,Ex_3096,"['进化计算：大道至简，万物之本', None, '第十章第四节测试题']",10.7
C_597208,Ex_3097,"['进化计算：大道至简，万物之本', None, '第十章第五节测试题']",10.9
C_597208,Ex_3098,"['进化计算：大道至简，万物之本', None, '第十章第六节测试题']",10.11
C_597208,Ex_3099,"['进化计算：大道至简，万物之本', None, '第十章第七节测试题']",10.13
C_597208,Ex_3104,"['美丽数据说：阆苑仙葩，美玉无瑕', None, '第十一章第一节测试题']",11.1
C_676953,Ex_1067788,"['一、基础知识', '浮点数的机器表示', '作业：浮点数的机器表示']",0.5.5
C_676953,Ex_1067790,"['三、C与汇编语言', '80x86汇编与C语言-2', '作业：80x86汇编与C语言-2']",2.1.7
C_676953,Ex_1067791,"['三、C与汇编语言', '80x86汇编与C语言-4', '作业：80x86汇编与C语言-4']",2.6.9
C_676953,Ex_1067789,"['三、C与汇编语言', None, '作业：80x86汇编与C语言-3']",2.4
C_676953,Ex_1067792,"['四、\t汇编编程', '80x86汇编编程-1', '作业：80x86汇编编程-1']",3.5
C_676953,Ex_1067793,"['四、\t汇编编程', '80x86汇编编程-2（程序链接）', '作业：80x86汇编编程-2（程序链接）']",3.2.11
C_676953,Ex_1067794,"['五、MIPS汇编', 'MIPS32指令集与编程', '作业：MIPS32指令集与编程']",4.1.7
C_677010,Ex_78429,"['第一章 Java语言基础知识', '1.1-Java与面向对象程序设计简介', '第一章 Java语言基础知识--1.1-Java与面向对象程序设计简介']",0.1.1
C_677010,Ex_78432,"['第一章 Java语言基础知识', '1.4-算法的流程控制', '第一章 Java语言基础知识--1.4-算法的流程控制']",0.6.1
C_677010,Ex_78430,"['第一章 Java语言基础知识', None, '第一章 Java语言基础知识--1.2-基本数据类型与表达式']",0.3
C_677010,Ex_78431,"['第一章 Java语言基础知识', None, '第一章 Java语言基础知识--1.3-数组']",0.5
C_677010,Ex_6221652,"['第一章 Java语言基础知识', None, '第一章编程练习题']",0.8
C_677010,Ex_78465,"['第二章 类与对象', '2.1-面向对象方法的特性', '第二章 类与对象--2.1-面向对象方法的特性']",2.1.1
C_677010,Ex_78466,"['第二章 类与对象', '2.2-1-类声明与对象创建', '第二章 类与对象--2.2-1-类声明与对象创建']",2.2.1
C_677010,Ex_78467,"['第二章 类与对象', '2.2-2-数据成员', '第二章 类与对象--2.2-2-数据成员']",2.3.1
C_677010,Ex_78468,"['第二章 类与对象', '2.2-3-方法成员', '第二章 类与对象--2.2-3-方法成员']",2.4.1
C_677010,Ex_1065563,"['第二章 类与对象', '2.2-4-包', '第二章 类与对象--2.2-4-包']",2.5.1
C_677010,Ex_1065564,"['第二章 类与对象', '2.2-5-类的访问权限控制', '第二章 类与对象--2.2-5-类的访问权限控制 ']",2.6.1
C_677010,Ex_1066167,"['第二章 类与对象', '2.3-1-对象初始化', '第二章 类与对象--2.3-1-对象初始化']",2.7.1
C_677010,Ex_1066168,"['第二章 类与对象', '2.3-2-内存回收', '第二章 类与对象--2.3-2-内存回收 ']",2.8.1
C_677010,Ex_78469,"['第二章 类与对象', '2.4-枚举类', '第二章 类与对象--2.4-枚举类']",2.9.1
C_677010,Ex_6221653,"['第二章 类与对象', None, '第二章编程练习题']",2.12
C_677010,Ex_78480,"['第三章 类的重用', '3.1.1-3.1.2-类继承的概念和语法', '第三章 类的重用--3.1.1-3.1.2-类继承的概念和语法']",3.1.1
C_677010,Ex_78481,"['第三章 类的重用', '3.1.3-隐藏和覆盖', '第三章 类的重用--3.1.3-隐藏和覆盖']",3.2.1
C_677010,Ex_78482,"['第三章 类的重用', '3.2-Object 类', '第三章 类的重用--3.2-Object 类']",3.3.1
C_677010,Ex_78483,"['第三章 类的重用', '3.3-终结类与终结方法', '第三章 类的重用--3.3-终结类与终结方法']",3.4.1
C_677010,Ex_78484,"['第三章 类的重用', '3.4-抽象类', '第三章 类的重用--3.4-抽象类']",3.5.1
C_677010,Ex_78485,"['第三章 类的重用', '3.5-泛型', '第三章 类的重用--3.5-泛型']",3.6.1
C_677010,Ex_6221656,"['第三章 类的重用', None, '第三章编程练习题']",3.9
C_677010,Ex_78495,"['第四章 接口与多态', '4.1-接口', '第四章 接口与多态--4.1-接口']",4.1.1
C_677010,Ex_78496,"['第四章 接口与多态', '4.2.1-4.2.2-类型转换', '第四章 接口与多态--4.2.1-4.2.2-类型转换']",4.2.1
C_677010,Ex_78497,"['第四章 接口与多态', '4.2.3-方法的查找', '第四章 接口与多态--4.2.3-方法的查找']",4.3.1
C_677010,Ex_78498,"['第四章 接口与多态', '4.3-多态的概念', '第四章 接口与多态--4.3-多态的概念']",4.4.1
C_677010,Ex_78499,"['第四章 接口与多态', '4.4-多态的应用举例', '第四章 接口与多态--4.4-多态的应用举例']",4.5.1
C_677010,Ex_78500,"['第四章 接口与多态', '4.5-构造方法与多态性', '第四章 接口与多态--4.5-构造方法与多态性']",4.6.1
C_677010,Ex_6221658,"['第四章 接口与多态', None, '第四章编程作业']",4.8
C_677010,Ex_78515,"['第五章 输入输出', '5.1.1-5.1.2-异常处理的概念', '第五章 输入输出--5.1.1-5.1.2-异常处理的概念']",5.1.1
C_677010,Ex_78516,"['第五章 输入输出', '5.1.3-5.1.5-异常的处理', '第五章 输入输出--5.1.3-5.1.5-异常的处理']",5.2.1
C_677010,Ex_78517,"['第五章 输入输出', '5.2-输入输出流的概念', '第五章 输入输出--5.2-输入输出流的概念']",5.3.1
C_677010,Ex_78518,"['第五章 输入输出', '5.3.1-写文本文件', '第五章 输入输出--5.3.1-写文本文件']",5.4.1
C_677010,Ex_78519,"['第五章 输入输出', '5.3.2-读文本文件', '第五章 输入输出--5.3.2-读文本文件']",5.5.1
C_677010,Ex_78520,"['第五章 输入输出', '5.3.3-写二进制文件', '第五章 输入输出--5.3.3-写二进制文件']",5.6.1
C_677010,Ex_78531,"['第六章 对象群体的组织', '6.1-Java集合框架介绍', '第六章 对象群体的组织--6.1-Java集合框架介绍']",6.1.1
C_677010,Ex_78532,"['第六章 对象群体的组织', '6.2-主要接口及常用的实现类', '第六章 对象群体的组织--6.2-主要接口及常用的实现类']",6.2.1
C_677066,Ex_86693,"['第1章 初识软件工程', None, '第1章 初识软件工程--测验题']",1.7
C_677066,Ex_86703,"['第2章 编写高质量代码', None, '第2章 编写高质量代码--测验题']",2.8
C_677066,Ex_86711,"['第3章 单元测试', None, '第3章 单元测试--测验题']",3.5
C_677066,Ex_86718,"['第4章 软件开发过程', None, '第4章 软件开发过程--测验题']",4.5
C_677066,Ex_86723,"['第5章 团队开发管理', None, '第5章 团队开发管理--测验题']",5.5
C_677066,Ex_86731,"['第6章 敏捷开发与配置管理', None, '第6章 敏捷开发与配置管理--测验题']",6.6
C_677066,Ex_86742,"['第7章 需求获取', None, '第7章 需求获取--测验题']",7.8
C_677066,Ex_86748,"['第8章 用例建模', None, '第8章 用例建模--测验题']",8.6
C_677066,Ex_86756,"['第9章 面向对象分析与设计', None, '第9章 面向对象分析与设计--测验题']",9.5
C_677066,Ex_86764,"['第10章 行为建模', None, '第10章 行为建模--测验题']",10.7
C_677066,Ex_86773,"['第11章 软件系统设计', None, '第11章 软件系统设计--测验题']",11.9
C_677066,Ex_86780,"['第12章 软件交互设计', None, '第12章 软件交互设计--测验题']",12.7
C_677066,Ex_86785,"['第13章 软件系统测试', None, '第13章 软件系统测试--测验题']",13.5
C_677066,Ex_86788,"['第14章 软件交付与维护', None, '第14章 软件交付与维护--测验题']",14.3
C_680747,Ex_116883,"['初识Linux', None, '初识Linux--初识Linux测试']",1.9
C_680747,Ex_116892,"['管好文件', None, '管好文件--用好文件测试01']",2.10
C_680747,Ex_116893,"['管好文件', None, '管好文件--用好文件测试02']",2.12
C_680747,Ex_116896,"['用好重定向和管道', None, '用好重定向和管道--用好重定向和管道测试']",3.4
C_680747,Ex_116899,"['用好vi', None, '用好vi--用好vi测试']",4.4
C_680747,Ex_116907,"['管好用户', None, '管好用户--管好用户测试']",5.9
C_680747,Ex_116912,"['管好硬盘', None, '管好硬盘--管好硬盘测试']",6.6
C_680747,Ex_116915,"['管好网络', None, '管好网络--管好网络测试']",7.4
C_680747,Ex_116919,"['管好软件包', None, '管好软件包测试--作业']",8.5
C_680747,Ex_116923,"['管好进程和服务', None, '管好进程和服务--管好进程和服务测试']",9.5
C_680747,Ex_116926,"['管好远程联机服务器', None, '管好远程联机服务器--管好远程联机服务器测试']",10.4
C_680892,Ex_137135,"['第5章 资源在Windows编程中的应用', None, '第一次作业--作业']",6.7
C_680892,Ex_137136,"['第5章 资源在Windows编程中的应用', None, '第二次作业--作业']",6.8
C_680892,Ex_137137,"['第5章 资源在Windows编程中的应用', None, '第三次作业--作业']",6.9
C_680931,Ex_141792,"['第一章：绪论', None, '第一章：绪论--1.5 习题']",1.5
C_680931,Ex_141798,"['第二章：描述统计', None, '第二章：描述统计--2.6 习题']",2.6
C_680931,Ex_141809,"['第四章：概率分布', None, '第四章：概率分布--4.5 习题']",4.5
C_680931,Ex_141814,"['第五章：统计推断 - 估计', None, '第五章：统计推断 - 估计--5.5 习题']",5.5
C_680931,Ex_141819,"['第六章：统计推断 - 区间估计', None, '第六章：统计推断 - 区间估计--6.5 习题']",6.5
C_680931,Ex_141825,"['第七章： 统计推断 - 显著性检验', None, '第七章： 统计推断 - 显著性检验--7.6 习题']",7.6
C_680931,Ex_141831,"['第八章：两组比较和多组比较', None, '第八章：两组比较和多组比较--8.6 习题']",8.6
C_680931,Ex_141835,"['第九章：变量间的关联分析', None, '第九章：变量间的关联分析--9.4 习题']",9.4
C_680931,Ex_141841,"['第十章：简单线性回归', None, '第十章：简单线性回归--10.6 习题']",10.6
C_680931,Ex_141846,"['第十一章：多元回归', None, '第十一章：多元回归--11.5 习题']",11.5
C_680972,Ex_146676,"['1 虚拟现实概述', None, '第1章--测试']",0.3
C_680972,Ex_1183854,"['2 VR的虚拟环境构建方式之一----基于三维图形的虚拟环境构建', None, '第2章--测试']",1.3
C_680972,Ex_1183855,"['3 VR的虚拟环境构建方式之二----基于图像的虚拟环境构建', None, '第3章--测试']",2.4
C_680972,Ex_146702,"['4 虚拟现实接口设备', None, '第4章--测试']",3.5
C_680972,Ex_146719,"['5 基础图形技术', None, '5 基础图形技术--测试']",4.9
C_680992,Ex_150601,"['第一讲 智能建筑和综合布线系统', '1.1智能建筑和综合布线系统', '1.1智能建筑和综合布线系统--作业']",1.1
C_680992,Ex_150602,"['第一讲 智能建筑和综合布线系统', None, '1.2综合布线系统概述--作业']",1.2
C_680992,Ex_150603,"['第一讲 智能建筑和综合布线系统', None, '1.3认识综合布线系统--作业']",1.4
C_680992,Ex_150606,"['第二讲 工作区子系统设计', None, '2.1工作区子系统的概念和设计原则--作业']",2.1
C_680992,Ex_150609,"['第三讲 水平干线子系统设计', None, '3.1水平干线子系统的基本结构和设计原则--作业']",3.1
C_680992,Ex_150610,"['第三讲 水平干线子系统设计', None, '3.2水平干线子系统的设计实例和工程技术--作业']",3.3
C_680992,Ex_150613,"['第四讲 垂直干线子系统设计', None, '4.1垂直子系统基本结构和设计原则--作业']",4.1
C_680992,Ex_150614,"['第四讲 垂直干线子系统设计', None, '4.2垂直子系统的设计实例和工程技术--作业']",4.3
C_680992,Ex_150617,"['第五讲 管理间子系统', None, '5.1管理间子系统的基本结构和设计原则--作业']",5.1
C_680992,Ex_150618,"['第五讲 管理间子系统', None, '5.2管理间子系统的设计实例和工程技术--作业']",5.3
C_680992,Ex_150622,"['第六讲 设备间子系统', None, '6.1设备间子系统的基本结构和设计原则1--作业']",6.1
C_680992,Ex_150623,"['第六讲 设备间子系统', None, '6.2设备间子系统的设计原则2--作业']",6.3
C_680992,Ex_150624,"['第六讲 设备间子系统', None, '6.3设备间子系统的设计实例和施工技术--作业']",6.5
C_680992,Ex_150628,"['第七讲 进线间和建筑群子系统', None, '7.1进线间和建筑群子系统基本结构和设计原则--作业']",7.1
C_680992,Ex_150629,"['第七讲 进线间和建筑群子系统', None, '7.2进线间和建筑群子系统设计步骤和方法--作业']",7.3
C_680992,Ex_150630,"['第七讲 进线间和建筑群子系统', None, '7.3进线间和建筑群子系统施工技术--作业']",7.5
C_680992,Ex_983145,"['第八讲 计算机网络基础知识', '8.1计算机网络组成与分类', '8.1计算机网络组成与分类作业']",8.1
C_680992,Ex_996977,"['第八讲 计算机网络基础知识', '8.2计算机网络的体系结构', '计算机网络的体系结构-作业']",8.1.1
C_680992,Ex_996981,"['第八讲 计算机网络基础知识', '8.3计算机网络的拓扑结构', '计算机网络的拓扑结构-作业']",8.2.1
C_680992,Ex_996975,"['第八讲 计算机网络基础知识', '8.4局域网组建', '局域网组建-作业']",8.3.1
C_680992,Ex_996979,"['第八讲 计算机网络基础知识', '8.5虚拟局域网（VLAN）划分', '虚拟局域网（VLAN）划分-作业']",8.4.1
C_680992,Ex_996972,"['第八讲 计算机网络基础知识', '8.6IPV4地址', 'IPv4地址-作业']",8.5.1
C_680992,Ex_150633,"['第十讲 网络传输介质', None, '10.1双绞线的制作--作业']",10.1
C_680992,Ex_150634,"['第十讲 网络传输介质', None, '10.2光纤熔接技术--作业']",10.3
C_680992,Ex_150637,"['第十一讲 综合布线工程配线端接技术', None, '11.1复杂永久链路端接与测试理论--作业']",11.1
C_680992,Ex_150638,"['第十一讲 综合布线工程配线端接技术', None, '11.2测试链端接实训--作业']",11.3
C_680992,Ex_150641,"['第十二讲 光纤熔接技术', None, '12.1光纤熔接技术--作业']",12.1
C_680992,Ex_150643,"['第十三讲 综合布线工程安装施工技术', None, '13.1信息插座安装实训--作业']",13.1
C_680992,Ex_997370,"['第十四讲 综合布线工程管槽安装施工', '14.1综合布线系统线缆的槽、管铺设方法', '综合布线系统线缆的槽、管铺设方法作业']",14.2
C_680992,Ex_997371,"['第十四讲 综合布线工程管槽安装施工', '14.3综合布线系统金属管和金属软管', '综合布线系统金属管和金属软管作业']",14.3.1
C_680992,Ex_997372,"['第十四讲 综合布线工程管槽安装施工', '14.4金属槽和金属桥架', '金属槽和金属桥架作业']",14.4.2
C_680992,Ex_150648,"['第十四讲 综合布线工程管槽安装施工', None, '14.2PVC线槽、线管安装理论--作业']",14.2
C_680992,Ex_150649,"['第十四讲 综合布线工程管槽安装施工', None, '14.5PVC线管安装实训--作业']",14.6
C_680992,Ex_150650,"['第十四讲 综合布线工程管槽安装施工', None, '14.6PVC线槽安装实训--作业']",14.8
C_680992,Ex_150651,"['第十四讲 综合布线工程管槽安装施工', None, '14.7网络设备、机柜安装实训--作业']",14.10
C_680992,Ex_997316,"['第十五讲 综合布线系统的标签标识', '15.1综合布线系统标签标识存在的问题与要求及标识设计', '综合布线系统标签标识存在的问题与要求及标识设计']",15.2
C_680992,Ex_997317,"['第十五讲 综合布线系统的标签标识', '15.2综合布线系统标签标识的作用与分类', '综合布线系统标签标识的作用与分类']",15.1.2
C_680992,Ex_1001546,"['第十六讲 综合布线在安防系统中的应用', '16.1综合布线在安防系统中的应用', '综合布线在安防系统中的应用']",16.1
C_680992,Ex_1001547,"['第十六讲 综合布线在安防系统中的应用', '16.2网络综合布线系统施工技术注意事项', '网络综合布线系统施工技术注意事项']",16.1.1
C_680992,Ex_1001548,"['第十六讲 综合布线在安防系统中的应用', '16.3网络摄像机综合布线方法和安装步骤', '网络摄像机综合布线方法和安装步骤']",16.2.1
C_680992,Ex_996986,"['第十七讲 综合布线系统招投标及工程管理', '17.1综合布线系统工程招投标', '综合布线系统工程招投标']",17.2
C_680992,Ex_996988,"['第十七讲 综合布线系统招投标及工程管理', '17.2综合布线系统工程管理', '综合布线系统工程管理']",17.1.2
C_680992,Ex_996990,"['第十七讲 综合布线系统招投标及工程管理', '17.3综合布线系统工程概预算', '综合布线系统工程概预算']",17.2.2
C_680992,Ex_983327,"['期末考试', None, '期末考试']",18
C_681336,Ex_187693,"['单元1 开发第一个Android应用程序', None, '单元1 开发第一个Android应用程序--任务一 开发第一个Android应用程序']",1.2
C_681336,Ex_187725,"['单元2 界面编程', None, '任务一 唐诗赏析软件--作业']",2.2
C_681336,Ex_187726,"['单元2 界面编程', None, '单元2 界面编程--任务二 用户注册界面设计']",2.4
C_681336,Ex_187727,"['单元2 界面编程', None, '单元2 界面编程--任务三 用户登录界面设计']",2.6
C_681336,Ex_187728,"['单元2 界面编程', None, '单元2 界面编程--任务四 游戏开始界面设计']",2.8
C_681336,Ex_187729,"['单元2 界面编程', None, '任务五 图片浏览器--作业']",2.10
C_681336,Ex_187730,"['单元2 界面编程', None, '任务六 个人信息收集界面设计--作业']",2.12
C_681336,Ex_187731,"['单元2 界面编程', None, '任务七 日期和时间选择器--作业']",2.14
C_681336,Ex_187732,"['单元2 界面编程', None, '任务八 猜拳游戏--作业']",2.16
C_681336,Ex_187733,"['单元2 界面编程', None, '任务九 制作选项菜单--作业']",2.18
C_681336,Ex_187734,"['单元2 界面编程', None, '任务十 简单的文本编辑器--作业']",2.20
C_681336,Ex_187735,"['单元2 界面编程', None, '任务十一 制作滚动视图界面--作业']",2.22
C_681336,Ex_187748,"['单元3 深入理解Activity', None, '任务一 用户登录功能实现--作业']",3.2
C_681336,Ex_187771,"['单元5 Android数据存储', None, '任务一 使用SharePreferences存储和读取数据--作业']",5.2
C_681336,Ex_187772,"['单元5 Android数据存储', None, '任务二 应用程序数据文件夹里的文件读写--作业']",5.4
C_681336,Ex_187773,"['单元5 Android数据存储', None, '任务三  基于SQLite的用户信息存储器--作业']",5.6
C_681336,Ex_187781,"['单元6 Service与BroadcastReceiver', None, '任务一 启动和关闭一个Service--作业']",6.2
C_681336,Ex_187782,"['单元6 Service与BroadcastReceiver', None, '任务二 来电监听器--作业']",6.4
C_681336,Ex_187796,"['单元7 网络应用技术', None, '任务一 基于TCP协议的点对点通信--作业']",7.2
C_681336,Ex_187797,"['单元7 网络应用技术', None, '任务二 使用HTTP访问网络资源--作业']",7.4
C_681345,Ex_188524,"['第一章 学会控制软件', None, '前言 极速悟透3ds Max，开启你的虚拟之旅程--作业']",0.1
C_681345,Ex_188525,"['第一章 学会控制软件', None, '1.1软件的获取没那么难--作业']",0.3
C_681345,Ex_188526,"['第一章 学会控制软件', None, '1.2 3ds Max界面介绍--作业']",0.5
C_681345,Ex_188527,"['第一章 学会控制软件', None, '1.3.1项目准备1：建立属于自己的项目文件夹--作业']",0.7
C_681345,Ex_188528,"['第一章 学会控制软件', None, '1.3.2 项目准备2：第一次使用时的初始化设置--作业']",0.9
C_681345,Ex_188529,"['第一章 学会控制软件', None, '1.4.1 文件的打开和保存--作业']",0.11
C_681345,Ex_188530,"['第一章 学会控制软件', None, '1.4.2 让你的操作更加灵活--作业']",0.13
C_681345,Ex_188531,"['第一章 学会控制软件', None, '1.4.3 基本操作中的那些小技巧--作业']",0.15
C_681345,Ex_188532,"['第一章 学会控制软件', None, '1.5 用键盘，瞬间掌握基本操作--作业']",0.17
C_681345,Ex_188533,"['第一章 学会控制软件', None, '1.6 创建你的第一个基本体模型--作业']",0.19
C_681345,Ex_188549,"['第二章 三维建模从这里开始', None, '2.1 三维建模的开始--作业']",1.1
C_681345,Ex_188550,"['第二章 三维建模从这里开始', None, '2.2 三种超实用建模的方法--作业']",1.3
C_681345,Ex_188551,"['第二章 三维建模从这里开始', None, '2.3 布尔建模方法--作业']",1.5
C_681345,Ex_188552,"['第二章 三维建模从这里开始', None, '2.4.1 样条线建模1：样条线建模法--作业']",1.7
C_681345,Ex_188553,"['第二章 三维建模从这里开始', None, '2.4.2 样条线建模2：一根线，玩转样条线建模--作业']",1.9
C_681345,Ex_188554,"['第二章 三维建模从这里开始', None, '2.4.3 样条线建模3：打通样条线建模的任督二脉--作业']",1.11
C_681345,Ex_188555,"['第二章 三维建模从这里开始', None, '2.5.1 多边形建模1：多边形建模法--作业']",1.13
C_681345,Ex_188556,"['第二章 三维建模从这里开始', None, '2.5.2 多边形建模2：多边形选择的秘籍--作业']",1.15
C_681345,Ex_188557,"['第二章 三维建模从这里开始', None, '2.5.3 多边形建模3：多边形建模的十六种兵器--作业']",1.17
C_681345,Ex_188558,"['第二章 三维建模从这里开始', None, '2.5.4 多边形建模4：细分，提高你的模型“分辨率”--作业']",1.19
C_681345,Ex_188559,"['第二章 三维建模从这里开始', None, '2.5.5 多边形建模5：对象的附加和分离--作业']",1.21
C_681345,Ex_188560,"['第二章 三维建模从这里开始', None, '2.6.1 建模进阶技巧1：“立体”建模法--作业']",1.23
C_681345,Ex_188561,"['第二章 三维建模从这里开始', None, '2.6.2 建模进阶技巧2：“盒子”建模法--作业']",1.25
C_681345,Ex_188562,"['第二章 三维建模从这里开始', None, '2.6.3 建模进阶技巧3：“解构”建模法--作业']",1.27
C_681345,Ex_188563,"['第二章 三维建模从这里开始', None, '2.6.4 建模进阶技巧4：建模中，那些需要考虑的问题--作业']",1.29
C_681345,Ex_188582,"['第三章 让画面更真实的秘密', None, '3.1 了解渲染--作业']",2.1
C_681345,Ex_188583,"['第三章 让画面更真实的秘密', None, '3.2.1 渲染输出你的第一幅作品--作业']",2.3
C_681345,Ex_188584,"['第三章 让画面更真实的秘密', None, '3.2.2 Arnold的初始化设置--作业']",2.5
C_681345,Ex_188585,"['第三章 让画面更真实的秘密', None, '3.2.3 Arnold渲染器简要介绍--作业']",2.7
C_681345,Ex_188586,"['第三章 让画面更真实的秘密', None, '3.2.4 Arnold渲染模块1：采样--作业']",2.9
C_681345,Ex_188587,"['第三章 让画面更真实的秘密', None, '3.2.5 Arnold渲染模块2：光线深度和过滤--作业']",2.11
C_681345,Ex_188588,"['第三章 让画面更真实的秘密', None, '3.3.1 你了解光吗？--作业']",2.13
C_681345,Ex_188589,"['第三章 让画面更真实的秘密', None, '3.3.2 光与色--作业']",2.15
C_681345,Ex_188590,"['第三章 让画面更真实的秘密', None, '3.3.3 光与影--作业']",2.17
C_681345,Ex_188591,"['第三章 让画面更真实的秘密', None, '3.3.4 软投影和硬投影--作业']",2.19
C_681345,Ex_188592,"['第三章 让画面更真实的秘密', None, '3.3.5 六种光位，六种感受--作业']",2.21
C_681345,Ex_188593,"['第三章 让画面更真实的秘密', None, '3.4.1 Arnold灯光类型--作业']",2.23
C_681345,Ex_188594,"['第三章 让画面更真实的秘密', None, '3.4.2 Arnold灯光参数--作业']",2.25
C_681345,Ex_188595,"['第三章 让画面更真实的秘密', None, '3.4.3 色温和白平衡，两个好搭档--作业']",2.27
C_681345,Ex_188596,"['第三章 让画面更真实的秘密', None, '3.5.1 三点打灯法--作业']",2.29
